,title,publisher,img,release_date,critic_score,console
459,Anno 2070,Ubisoft,/games/boxart/full_anno-2070_524PALFront.jpg,2011-11-17,8.7,PC
460,Anno 2205,Ubisoft,/games/boxart/full_9665771AmericaFrontccc.jpg,2015-11-03,7.2,PC
462,Anodyne,Analgesic Productions,/games/boxart/full_3093304AmericaFrontccc.jpg,2013-03-22,7.5,"PC, PS4, XOne, NS"
463,Anodyne 2: Return to Dust,Analgesic Productions,/games/boxart/full_7455984AmericaFrontccc.jpg,2019-08-31,7.7,PC
464,Anomaly 2,11 bit studios,/games/boxart/full_8310694AmericaFrontccc.jpg,2013-05-15,7.7,"PC, PS4"
465,Anomaly Korea,11 bit studios,/games/boxart/default.jpg,2013-11-06,8.6,PC
466,Anomaly: Warzone Earth,Unknown,/games/boxart/full_anomaly-warzone-earth_462AmericaFront.jpg,2011-04-08,7.9,"PC, X360, PS3"
467,Anonymous;Code,5pb,/games/boxart/full_5315062AmericaFrontccc.png,2020-12-01,8.6,"PS4, NS"
469,Another World,Adult Dream,/games/boxart/default.jpg,2014-09-18,7.9,"PC, XOne, PS4"
471,Anthem,Electronic Arts,/games/boxart/full_1457170PALFrontccc.jpg,2019-02-22,5.9,"XOne, PS4, PC"
472,Antigraviator,Iceberg Interactive,/games/boxart/full_229682AmericaFrontccc.jpg,2018-06-06,6.5,PC
480,Apache: Air Assault,Activision,/games/boxart/full_apache-air-assault_5AmericaFront.jpg,2010-11-16,6.8,"PS3, X360, PC"
482,Ape Escape 2,Sony Interactive Entertainment,/games/boxart/full_5501423AmericaFrontccc.jpg,2016-08-02,8.2,PS4
483,Ape Out,Devolver Digital,/games/boxart/default.jpg,2019-02-28,8.3,NS
484,Aperion Cyberstorm,aPriori Digital,/games/boxart/full_2391869AmericaFrontccc.png,2018-02-08,6.6,NS
486,Apex Construct,Fast Travel Games,/games/boxart/full_1803487AmericaFrontccc.jpg,2018-03-20,7.2,"PC, PS4"
487,Apex Legends,Electronic Arts,/games/boxart/full_2655583AmericaFrontccc.jpg,2019-02-04,8.9,"PS4, PC, XOne, NS"
488,Apotheon,AlienTrap Games,/games/boxart/full_760920AmericaFrontccc.jpg,2013-07-01,7.8,"PC, PS4, PC"
490,Appointment with F.E.A.R.,Tin Man Games,/games/boxart/full_57714AmericaFrontccc.jpg,2014-08-27,8.6,PC
492,Aqua Moto Racing Utopia,Big Ben Interactive,/games/boxart/full_6253633AmericaFrontccc.jpg,2018-03-27,5.8,NS
493,AquaPazza: AquaPlus Dream Match,Atlus,/games/boxart/full_9985256AmericaFrontccc.jpg,2013-11-19,7.5,PS3
496,Ar nosurge: Ode to an Unborn Star,Tecmo Koei,/games/boxart/full_7516113AmericaFrontccc.jpg,2014-09-23,6.7,PS3
497,Ar tonelico Qoga: Knell of Ar Ciel,NIS America,/games/boxart/full_ar-tonelico-qoga-knell-of-ar-ciel_198AmericaFront.jpg,2011-03-15,7.0,PS3
498,Aragami,Lince Works,/games/boxart/full_7915215AmericaFrontccc.jpg,2016-10-04,7.1,"PC, PS4"
499,Aragami: Shadow Edition,Merge Games,/games/boxart/full_2419787AmericaFrontccc.jpg,2019-02-26,7.3,NS
501,Arc the Lad: Twilight of the Spirits,Sony Computer Entertainment,/games/boxart/full_8306605AmericaFrontccc.jpg,2016-01-12,7.2,PS4
513,Arcade Spirits,PQube,/games/boxart/full_9306880AmericaFrontccc.jpg,2019-02-12,7.5,"PC, NS, XOne, PS4"
516,Arcana Heart 3,PQube,/games/boxart/full_arcana-heart-3_934PALFront.jpg,2011-08-19,7.0,"X360, PS3"
518,Arcane Legends,Spacetime Studios,/games/boxart/full_5316454AmericaFrontccc.png,2012-11-13,7.7,PC
519,Arcania: Fall of Setarrif,Nordic Games,/games/boxart/default.jpg,2011-10-25,4.1,"PC, PS3, X360"
520,Arcania: Gothic 4,JoWood Productions,/games/boxart/full_arcania-gothic-4_4AmericaFront.jpg,2010-10-19,6.0,"X360, PC, PS3, PS4"
522,Archeage,Trion Worlds,/games/boxart/default.jpg,2020-12-31,8.0,PC
525,Are You Smarter than a 5th Grader? Game Time,THQ,/games/boxart/full_56204AmericaFrontccc.jpg,2009-10-26,4.0,X360
526,Are You Smarter than a 5th Grader? Make the Grade,THQ,/games/boxart/full_2241600AmericaFrontccc.jpg,2008-10-15,5.1,PC
527,Argo,Halfbrick Studios,/games/boxart/default.jpg,2014-04-10,8.6,PC
529,ArmA II,Got Game Entertainment,/games/boxart/full_2716448AmericaFrontccc.jpg,2009-07-07,7.7,PC
530,ArmA II: Reinforcements,Unknown,/games/boxart/full_arma-ii-reinforcements_853PALFront.jpg,2011-04-01,7.7,PC
536,Arma Tactics,Bohemia Interactive,/games/boxart/full_8061485AmericaFrontccc.jpg,2013-10-01,6.0,PC
538,Armed Seven,SCEA Studio San Diego,/games/boxart/default.jpg,2013-10-04,6.7,PC
539,Armello,League of Geeks,/games/boxart/full_3057192PALFrontccc.jpg,2015-09-01,7.5,"PC, PS4"
540,Armikrog,Versus Evil,/games/boxart/full_9213287AmericaFrontccc.jpeg,2015-10-01,5.7,"PC, PS4"
541,Armored Core V,Namco Bandai,/games/boxart/full_armored-core-v_618AmericaFront.jpg,2012-03-20,8.6,"X360, PS3"
542,Armored Core VI Fires of Rubicon,Bandai Namco Entertainment,/games/boxart/full_3274996AmericaFrontccc.jpg,2023-08-25,8.6,"PC, PS5, XOne, PS4, XS"
543,Armored Core: For Answer,Ubisoft,/games/boxart/full_6152273AmericaFrontccc.jpg,2008-09-16,6.3,"X360, PS3"
544,Armored Core: Verdict Day,Bandai Namco Games,/games/boxart/full_3952038AmericaFrontccc.jpg,2013-09-24,6.6,"X360, PS3"
546,Armored Warfare,MY.COM,/games/boxart/default.jpg,2015-01-01,2.2,PC
548,Army of Two,Electronic Arts,/games/boxart/8108434ccc.jpg,2008-03-07,7.0,"PS3, X360"
549,Army of Two: The 40th Day,Electronic Arts,/games/boxart/full_6990388AmericaFrontccc.jpg,2010-01-12,7.1,"X360, PS3"
550,Army of Two: The Devil's Cartel,Electronic Arts,/games/boxart/full_2798169PALFrontccc.jpg,2013-03-26,5.4,"X360, PS3"
552,Arslan: The Warriors of Legend,Tecmo Koei,/games/boxart/full_3523039AmericaFrontccc.jpg,2016-02-09,6.9,"PS4, XOne, PS3"
553,Art of Murder: FBI Confidential,City Interactive,/games/boxart/full_art-of-murder-fbi-confidential_595AmericaFront.jpg,2008-07-29,5.0,PC
554,Art of Murder: Hunt for the Puppeteer,City Interactive,/games/boxart/full_8482394AmericaFrontccc.jpg,2009-02-17,5.6,PC
557,Artifact,Valve Corporation,/games/boxart/full_5735575AmericaFrontccc.jpg,2018-11-28,7.6,PC
559,Ary and the Secret of Seasons,Modus Games,/games/boxart/full_1530145AmericaFrontccc.jpg,2020-09-01,5.6,"PS4, PC, NS, XOne"
560,As Dusk Falls,Xbox Game Studios,/games/boxart/full_8506872AmericaFrontccc.png,2020-12-01,7.7,"PC, XS"
561,Ascend: Hand of Kul,Signal Studios,/games/boxart/full_9821394AmericaFrontccc.png,2013-09-25,6.8,"X360, PC"
567,Ashen (2018),Annapurna Interactive,/games/boxart/full_6338612AmericaFrontccc.jpg,2018-12-07,7.8,"XOne, PC"
568,Ashes Cricket,Koch Media,/games/boxart/full_3347310PALFrontccc.jpg,2017-11-16,7.3,"XOne, PS4"
569,Ashes Cricket 2009,Codemasters,/games/boxart/full_66600PALFrontccc.jpg,2009-08-07,6.8,"PS3, PC, X360"
572,Assassin's Creed,Ubisoft,/games/boxart/full_8761992AmericaFrontccc.jpg,2008-04-08,7.6,PC
573,Assassin's Creed Chronicles,Ubisoft,/games/boxart/full_5434204AmericaFrontccc.jpg,2016-02-09,7.0,"XOne, PC, PS4"
574,Assassin's Creed Chronicles: China,Ubisoft,/games/boxart/full_7455263PALFrontccc.jpg,2015-04-21,6.9,"XOne, PC, PS4"
575,Assassin's Creed Chronicles: India,Ubisoft,/games/boxart/default.jpg,2016-01-12,6.3,"PS4, XOne, PC"
576,Assassin's Creed Chronicles: Russia,Ubisoft,/games/boxart/default.jpg,2016-02-09,6.2,"XOne, PC, PS4"
579,Assassin's Creed II,Ubisoft,/games/boxart/full_5252150AmericaFrontccc.jpg,2009-11-17,8.9,"PS3, X360, PC"
581,Assassin's Creed II: Deluxe Edition,Ubisoft,/games/boxart/full_assassins-creed-ii-deluxe-edition_14AmericaFront.jpg,2010-03-09,9.0,PC
582,Assassin's Creed III,Ubisoft,/games/boxart/full_7776699AmericaFrontccc.jpeg,2012-10-30,8.7,"PS3, X360, PC"
583,Assassin's Creed III Remastered,Ubisoft,/games/boxart/full_7188145AmericaFrontccc.jpg,2019-03-29,8.0,"XOne, PS4, PC, NS"
584,Assassin's Creed IV: Black Flag,Ubisoft,/games/boxart/full_4496262AmericaFrontccc.jpg,2013-10-29,8.5,"X360, PS3, PS4, PC, XOne"
585,Assassin's Creed Liberation HD,Ubisoft,/games/boxart/full_7767098AmericaFrontccc.jpg,2014-01-14,6.2,"PS3, PC, X360"
586,Assassin's Creed Odyssey,Ubisoft,/games/boxart/full_1336415AmericaFrontccc.jpg,2018-10-05,9.5,"PS4, PC, XOne"
587,Assassin's Creed Odyssey: Cloud Version,Ubisoft,/games/boxart/full_1419522AmericaFrontccc.jpg,2018-10-05,8.3,NS
588,Assassin's Creed Origins,Ubisoft,/games/boxart/full_9947060AmericaFrontccc.jpg,2017-10-27,8.1,"PS4, XOne, PC"
589,Assassin's Creed Rogue Remastered,Ubisoft,/games/boxart/full_8785538PALFrontccc.jpg,2018-03-20,6.0,"XOne, PS4"
590,Assassin's Creed Syndicate,Ubisoft,/games/boxart/full_601061AmericaFrontccc.jpg,2015-10-23,8.6,"XOne, PS4, PC"
591,Assassin's Creed The Ezio Collection,Ubisoft,/games/boxart/full_4750899AmericaFrontccc.jpg,2016-11-15,7.2,"PS4, XOne"
592,Assassin's Creed Valhalla,Ubisoft,/games/boxart/full_3314385AmericaFrontccc.jpg,2020-11-10,8.0,"PS4, PC, XOne, XS, PS5"
593,Assassin's Creed: Brotherhood,Ubisoft,/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg,2010-11-16,9.0,"PS3, X360, PC"
594,Assassin's Creed: Revelations,Ubisoft,/games/boxart/full_assassins-creed-revelations_328AmericaFront.jpg,2011-11-15,8.4,"X360, PS3, PC"
595,Assassin's Creed: Rogue,Ubisoft,/games/boxart/full_9105098AmericaFrontccc.jpg,2014-11-11,7.2,"PS3, X360, PC"
596,Assassin's Creed: The Rebel Collection,Ubisoft,/games/boxart/full_1862942AmericaFrontccc.jpg,2019-12-06,8.0,NS
597,Assassin's Creed: Unity,Ubisoft,/games/boxart/full_7768353AmericaFrontccc.jpg,2014-11-11,7.2,"PC, PS4, XOne"
598,Assault Android Cactus,Witch Beam Games,/games/boxart/default.jpg,2013-08-28,8.6,"PC, NS"
599,Assault Suit Leynos,Rising Star Games,/games/boxart/full_5416783AmericaFrontccc.jpg,2016-08-30,6.7,PS4
601,Assetto Corsa,Kunos Simulazioni,/games/boxart/full_4314817AmericaFrontccc.png,2014-12-19,6.0,"PC, PS4, XOne"
602,Assetto Corsa Competizione,505 Games,/games/boxart/full_9823318AmericaFrontccc.jpg,2019-05-29,7.7,PC
603,Astebreed,Edelweiss,/games/boxart/default.jpg,2014-05-30,8.6,PC
605,Asterix & Obelix XXL 3: The Crystal Menhir,Microids,/games/boxart/full_3626683AmericaFrontccc.jpg,2019-11-21,5.9,"NS, XOne, PS4, PC"
606,Asterix and Obelix XXL2,Microids,/games/boxart/full_9521831PALFrontccc.jpg,2018-11-29,6.5,"NS, PS4, PC, XOne"
609,Astral Chain,Nintendo,/games/boxart/full_7480644AmericaFrontccc.jpg,2019-08-30,8.7,NS
610,Astria Ascending,Maple Whispering Limited,/games/boxart/full_3458517AmericaFrontccc.jpg,2021-09-30,6.8,PS4
611,Astro Bears Party,QubicGames,/games/boxart/full_2576193AmericaFrontccc.png,2017-09-28,5.7,NS
612,Astro Bot Rescue Mission,Sony Interactive Entertainment,/games/boxart/full_2637274AmericaFrontccc.jpg,2018-10-02,8.5,PS4
613,Astro Duel Deluxe,Panic Button,/games/boxart/full_6426473AmericaFrontccc.png,2017-05-30,5.9,NS
616,Astro's Playroom,Sony Interactive Entertainment,/games/boxart/full_4670431AmericaFrontccc.jpg,2020-11-12,8.3,PS5
617,Astroslugs,Mumbo Jumbo,/games/boxart/full_astroslugs_678AmericaFront.jpg,2011-01-26,7.4,PC
618,Asura's Wrath,Capcom,/games/boxart/full_asuras-wrath_264AmericaFront.jpg,2012-02-21,7.1,"PS3, X360"
619,At Sundown: Shots in the Dark,Versus Evil,/games/boxart/full_287113AmericaFrontccc.jpg,2019-01-22,5.6,"PS4, PC, XOne, NS"
621,Atari Flashback Classics: Volume 2,Atari,/games/boxart/full_8351740AmericaFrontccc.jpg,2016-10-12,6.8,"XOne, PS4"
624,Atelier Ayesha: The Alchemist of Dusk,Tecmo Koei,/games/boxart/full_8695875AmericaFrontccc.jpg,2013-03-05,7.6,PS3
625,Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,/games/boxart/full_7059618AmericaFrontccc.jpg,2014-03-11,7.9,PS3
626,Atelier Firis: The Alchemist and the Mysterious Journey,Tecmo Koei,/games/boxart/default.jpg,2017-03-07,7.4,"PC, PS4"
627,Atelier Lulua: The Scion of Arland,Koei Tecmo,/games/boxart/full_72353JapanFrontccc.jpg,2019-05-24,7.8,"NS, PS4, PC"
628,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Tecmo Koei,/games/boxart/default.jpg,2018-03-27,7.4,"PC, PS4, NS"
629,Atelier Marie Remake: The Alchemist of Salburg,Koei Tecmo,/games/boxart/full_4325989AmericaFrontccc.jpg,2023-07-13,7.6,"NS, PS4, PC, PS5"
631,Atelier Rorona: Alchemist of Arland,NIS America,/games/boxart/full_atelier-rorona-alchemist-of-arland_5AmericaFront.jpg,2014-06-24,6.4,PS3
632,Atelier Ryza 2: Lost Legends & the Secret Fairy,Koei Tecmo,/games/boxart/full_5764306AmericaFrontccc.jpg,2021-01-26,8.1,NS
633,Atelier Ryza: Ever Darkness & the Secret Hideout,Koei Tecmo,/games/boxart/full_2423975AmericaFrontccc.jpg,2019-10-29,7.5,"PC, PS4, NS"
634,Atelier Shallie: Alchemists of the Dusk Sea,Tecmo Koei,/games/boxart/full_7530622AmericaFrontccc.jpg,2015-03-10,7.4,"PS3, PS3"
636,Atelier Totori: The Adventurer of Arland,NIS America,/games/boxart/full_atelier-totori-the-adventurer-of-arland_685AmericaFront.jpg,2011-09-27,7.8,PS3
640,Atom Zombie Smasher,Unknown,/games/boxart/full_atom-zombie-smasher_498AmericaFront.jpg,2011-03-14,7.2,PC
642,Atomic Heart,Focus Home Interactive,/games/boxart/full_8434767AmericaFrontccc.jpg,2023-02-20,7.0,"PS4, XS, XOne, PC"
643,Attack of the Earthlings,Junkfish Limited,/games/boxart/full_78153AmericaFrontccc.jpg,2018-02-08,7.1,"PC, XOne"
644,Attack of the Movies 3D,Majesco,/games/boxart/full_5219897AmericaFrontccc.jpg,2010-05-18,3.8,X360
645,Attack on Titan,Tecmo Koei,/games/boxart/full_4533565AmericaFrontccc.jpg,2016-08-30,7.5,"XOne, PS3, PS4"
647,Attack on Titan 2,Koei Tecmo,/games/boxart/full_5050917AmericaFrontccc.jpg,2018-03-20,7.3,"PS4, NS, XOne"
648,Attack on Titan 2 - A.O.T.2 - ??????,Koei Tecmo,/games/boxart/full_1140750AmericaFrontccc.jpg,2018-03-15,7.5,PC
649,Attack on Titan 2: Final Battle,Koei Tecmo,/games/boxart/full_8454383AmericaFrontccc.png,2019-07-05,7.5,"NS, XOne, PC, PS4"
651,Attractio,Unknown,/games/boxart/default.jpg,2014-07-01,5.8,PC
653,AudioSurf,Invisible Handlebar,/games/boxart/full_audiosurf_414PALFront.jpg,2008-02-15,8.2,PC
655,Auditorium,Cipher Prime,/games/boxart/full_8557448AmericaFrontccc.png,2009-01-01,7.9,PC
659,Automachef,Team 17,/games/boxart/full_5628204AmericaFrontccc.jpg,2019-07-23,6.8,PC
660,Avadon 2: The Corruption,Spiderweb Software,/games/boxart/full_4371289AmericaFrontccc.jpg,2013-10-30,8.2,PC
662,Avadon: The Black Fortress,Spiderweb Software,/games/boxart/full_avadon-the-black-fortress_465AmericaFront.png,2011-05-02,7.5,PC
665,Aven Colony,Sold Out,/games/boxart/full_6677906AmericaFrontccc.jpg,2017-08-01,6.5,"PS4, XOne"
679,Awesomenauts,Ronimo Games,/games/boxart/default.jpg,2012-08-02,7.7,"PC, PS4"
680,Axiom Verge,Thomas Happ Games,/games/boxart/full_2713093AmericaFrontccc.jpg,2015-03-31,7.5,"PS4, PC, XOne, NS"
681,Axiom Verge 2,Thomas Happ Games,/games/boxart/full_859791AmericaFrontccc.jpg,2021-08-11,7.6,NS
683,Azkend 2: The World Beneath,10tons,/games/boxart/full_1729891AmericaFrontccc.png,2018-01-12,6.8,NS
685,Aztez,Team Colorblind,/games/boxart/default.jpg,2015-01-01,8.1,"PC, XOne, PS4"
686,Azur Lane: Crosswave,Idea Factory International,/games/boxart/full_805449AmericaFrontccc.jpg,2020-02-13,5.6,"PC, PS4"
688,Azure Striker Gunvolt: Striker Pack,Nighthawk Interactive,/games/boxart/full_2669690AmericaFrontccc.jpg,2017-11-21,8.2,NS
689,BABEL Rising,Ubisoft,/games/boxart/default.jpg,2012-06-12,7.3,"PS3, X360, PC"
695,BIT.TRIP BEAT,Gaijin Entertainment,/games/boxart/full_bittrip-beat_8AmericaFront.jpg,2010-11-02,7.5,PC
696,BIT.TRIP RUNNER,Gaijin Entertainment,/games/boxart/full_bittrip-runner_971AmericaFront.png,2011-02-28,7.0,PC
698,BPM: Bullets Per Minute,Awe Interactive,/games/boxart/full_6417257AmericaFrontccc.jpg,2020-09-15,7.4,"PC, PS4, XOne"
699,BUZZ! Quiz World,Sony Computer Entertainment,/games/boxart/full_1001231AmericaFrontccc.png,2009-11-10,7.8,PS3
700,Babylon's Fall,Square Enix,/games/boxart/full_9677294AmericaFrontccc.jpg,2022-03-03,4.1,"PS5, PC, PS4"
702,Back To Life 2,Strategy First,/games/boxart/default.jpg,2014-05-06,8.8,PC
703,Back to Bed,Bedtime Digital Games,/games/boxart/full_270982AmericaFrontccc.jpg,2014-08-06,5.7,"PC, XOne, NS"
704,Back to the Future: The Game,Telltale Games,/games/boxart/full_7995636PALFrontccc.jpg,2010-12-23,8.1,"PC, PS3, X360, XOne, PS4"
705,Back to the Future: The Game - Episode I: It's About Time,Telltale Games,/games/boxart/full_back-to-the-future-the-game-episode-i-its-about-time_306AmericaFront.jpg,2010-12-22,7.4,PC
706,Back to the Future: The Game - Episode II: Get Tannen!,Telltale Games,/games/boxart/full_back-to-the-future-the-game-episode-ii-get-tannen_70AmericaFront.jpg,2011-02-17,7.4,PC
707,Back to the Future: The Game - Episode III: Citizen Brown,Telltale Games,/games/boxart/full_back-to-the-future-the-game-episode-iii-citizen-brown_968AmericaFront.jpg,2011-05-03,7.1,PC
708,Back to the Future: The Game - Episode IV: Double Visions,Telltale Games,/games/boxart/full_back-to-the-future-the-game-episode-iv-double-visions_885AmericaFront.jpg,2011-06-07,7.1,PC
709,Backbreaker,505 Games,/games/boxart/full_backbreaker_455AmericaFront.jpg,2010-06-01,5.2,"X360, PS3"
711,Backyard Baseball '09,Atari,/games/boxart/full_9798918AmericaFrontccc.jpg,2008-03-25,3.7,PC
712,Backyard Baseball 2009,Humongous,/games/boxart/720717ccc.jpg,2008-05-07,7.0,PC
717,Bad North,Raw Fury,/games/boxart/full_2257667AmericaFrontccc.png,2018-08-20,7.2,NS
718,Bad Piggies,Rovio Mobile,/games/boxart/full_4725074AmericaFrontccc.jpg,2012-09-27,8.3,PC
720,Baja: Edge of Control,THQ,/games/boxart/5944251ccc.jpg,2008-09-22,5.0,"X360, PS3"
721,Baja: Edge of Control HD,THQ Nordic,/games/boxart/full_6402252PALFrontccc.jpg,2017-09-14,6.5,"PC, PS4, XOne"
723,Bakugan: Battle Brawlers,Activision,/games/boxart/full_36133AmericaFrontccc.jpg,2009-10-20,6.0,"X360, PS3"
724,Bakugan: Champions of Vestroia,Warner Bros. Interactive Entertainment,/games/boxart/full_3020728AmericaFrontccc.jpg,2020-11-03,5.3,NS
725,Balan Wonderworld,Square Enix,/games/boxart/full_7527575AmericaFrontccc.jpg,2021-12-01,5.1,"PS5, PS4, XS, XOne, PC"
726,Baldur's Gate II: Enhanced Edition,Beamdog,/games/boxart/full_2438343AmericaFrontccc.jpg,2019-09-24,7.8,"XOne, PS4, NS"
728,Baldur's Gate: Enhanced Edition,Beamdog,/games/boxart/full_2903690AmericaFrontccc.jpg,2012-11-28,7.8,"PC, XOne, PS4, NS"
729,Baldur's Gate: Siege of Dragonspear,Beamdog,/games/boxart/full_7977628AmericaFrontccc.png,2019-09-24,7.7,"NS, PS4, XOne"
735,Band Hero,Activision,/games/boxart/full_4490378AmericaFrontccc.jpg,2009-11-03,7.6,"PS3, X360"
736,Banished,Falcom,/games/boxart/full_9962625AmericaFrontccc.jpg,2014-01-01,7.3,PC
737,Banjo-Kazooie: Nuts & Bolts,Microsoft Game Studios,/games/boxart/full_2437493AmericaFrontccc.jpg,2008-11-12,8.0,X360
738,Banner Saga 3,Versus Evil,/games/boxart/full_4834076AmericaFrontccc.png,2018-07-01,8.2,NS
740,Banner of the Maid,CE-Asia,/games/boxart/full_4052423AmericaFrontccc.png,2020-08-12,7.0,NS
748,Bard's Gold,Pixel Lantern,/games/boxart/full_5861215AmericaFrontccc.jpg,2015-08-14,6.3,"PC, XOne, PS4, NS"
749,Bardbarian,Bulkypix,/games/boxart/default.jpg,2014-04-01,8.3,PC
751,Baseball Riot,10tons Ltd,/games/boxart/full_1973910AmericaFrontccc.png,2018-01-19,6.2,NS
752,Basement Crawl,Bloober Team,/games/boxart/default.jpg,2013-11-15,2.7,PS4
754,Bass Pro Shops: The Strike,XS Games,/games/boxart/full_6576642AmericaFrontccc.jpg,2009-09-29,6.3,"X360, PC"
755,Bass Pro Shops: The Strike - Championship Edition,Planet Entertainment,/games/boxart/full_4746180AmericaFrontccc.jpg,2018-11-09,6.3,NS
756,Bastion,Warner Bros. Interactive Entertainment,/games/boxart/full_bastion_213AmericaFront.jpg,2011-08-16,8.5,"PC, PS4"
758,Batman: Arkham Asylum,Eidos Interactive,/games/boxart/full_1668550AmericaFrontccc.jpg,2009-08-25,9.1,"X360, PS3, PC"
759,Batman: Arkham City,Warner Bros. Interactive,/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,2011-10-18,9.4,"PS3, X360, PC"
760,Batman: Arkham City - Robin Bundle Pack,Warner Bros. Interactive,/games/boxart/default.jpg,2011-11-22,9.4,PC
762,Batman: Arkham Knight,Warner Bros. Interactive,/games/boxart/full_2497280AmericaFrontccc.jpg,2015-06-23,8.1,"PS4, PC, XOne"
763,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,/games/boxart/full_3120044AmericaFrontccc.jpg,2013-10-25,7.4,"PS3, X360, PC"
764,Batman: Arkham Origins Blackgate,Warner Bros. Interactive Entertainment,/games/boxart/full_295594AmericaFrontccc.jpg,2014-04-01,6.1,"X360, PS3, PC"
765,Batman: Arkham VR,Warner Bros. Interactive Entertainment,/games/boxart/full_3507131AmericaFrontccc.png,2016-10-11,7.4,"PS4, PC"
766,Batman: Return to Arkham,Warner Bros. Interactive Entertainment,/games/boxart/full_9981640AmericaFrontccc.jpg,2016-10-18,7.3,"XOne, PS4"
767,Batman: The Enemy Within,Telltale Games,/games/boxart/full_7911175AmericaFrontccc.jpg,2017-10-03,7.9,"XOne, PS4"
768,Battle Brothers,Overhype Studios,/games/boxart/full_9125448AmericaFrontccc.jpg,2017-03-24,8.0,PC
769,Battle Chasers: Nightwar,THQ Nordic,/games/boxart/full_693143AmericaFrontccc.jpg,2017-10-03,8.5,"XOne, PC, PS4, NS"
770,Battle Chef Brigade,Trinket Studios,/games/boxart/full_9897272AmericaFrontccc.png,2017-11-20,7.5,"PC, NS, PS4"
771,Battle Fantasia,Aksys Games,/games/boxart/full_1533995AmericaFrontccc.jpg,2008-09-16,7.0,"X360, PS3"
774,Battle Islands,505 Games,/games/boxart/full_424351AmericaFrontccc.jpg,2014-08-07,7.2,PC
776,Battle Princess Madelyn,Casual Bit Games,/games/boxart/full_9601802AmericaFrontccc.png,2018-12-19,6.5,NS
777,Battle Princess of Arcadias,NIS America,/games/boxart/full_3269554AmericaFrontccc.jpg,2014-06-17,6.9,PS3
780,Battle Worlds: Kronos,KING Art Games,/games/boxart/full_2784353PALFrontccc.jpg,2013-11-04,7.1,"PC, XOne, PS4, NS"
781,Battle: Los Angeles,Konami,/games/boxart/full_battle-los-angeles_759AmericaFront.jpg,2011-03-11,4.5,PC
782,BattleBlock Theater,The Behemoth,/games/boxart/full_7805728AmericaFrontccc.jpg,2014-05-15,8.5,PC
784,BattleForge,Electronic Arts,/games/boxart/full_229051AmericaFrontccc.jpg,2009-03-24,7.5,PC
786,Battleborn,2K Games,/games/boxart/full_8442658AmericaFrontccc.png,2016-05-03,6.8,"PC, XOne, PS4"
