,title,publisher,img,release_date,critic_score,console
7444,The Sims 3: Pets,Electronic Arts,/games/boxart/full_the-sims-3-pets_806AmericaFront.jpg,2011-10-18,7.3,"X360, PC, PS3"
7445,The Sims 3: Seasons,Electronic Arts,/games/boxart/full_8044801AmericaFrontccc.jpg,2012-11-13,7.3,PC
7446,The Sims 3: Showtime,Electronic Arts,/games/boxart/default.jpg,2010-10-26,6.7,"X360, PS3, PC"
7448,The Sims 3: World Adventures,Electronic Arts,/games/boxart/full_3006771AmericaFrontccc.jpg,2009-11-16,8.2,PC
7449,The Sims 4,Electronic Arts,/games/boxart/full_3447327AmericaFrontccc.jpg,2014-09-02,7.0,"PC, PS4, XOne"
7450,The Sims 4 Seasons,Electronic Arts,/games/boxart/full_1040159PALFrontccc.jpg,2018-06-22,8.1,PC
7451,The Sims 4: Cats & Dogs,Electronic Arts,/games/boxart/full_2824942PALFrontccc.jpg,2017-11-10,8.0,PC
7452,The Sims 4: City Living,Electronic Arts,/games/boxart/full_520439AmericaFrontccc.jpg,2016-11-01,7.8,PC
7454,The Sims 4: Get Famous,Electronic Arts,/games/boxart/full_7298182AmericaFrontccc.jpg,2018-11-16,7.7,PC
7455,The Sims 4: Get Together,Electronic Arts,/games/boxart/full_823313AmericaFrontccc.jpg,2015-12-08,7.2,PC
7456,The Sims 4: Get to Work,Electronic Arts,/games/boxart/default.jpg,2015-03-31,7.3,PC
7458,The Sims 4: Outdoor Retreat,Electronic Arts,/games/boxart/full_6876499AmericaFrontccc.jpeg,2015-01-13,6.6,PC
7460,The Sims 4: Spa Day,Electronic Arts,/games/boxart/full_771436AmericaFrontccc.jpg,2015-07-14,7.0,PC
7464,The Sims Medieval: Pirates and Nobles,Electronic Arts,/games/boxart/full_the-sims-medieval-pirates-and-nobles_963AmericaFront.jpg,2011-08-30,5.5,PC
7465,The Sims: Medieval,Electronic Arts,/games/boxart/full_the-sims-medieval_788PALFront.jpg,2011-03-22,7.2,PC
7466,The Sinking City,Bigben Interactive,/games/boxart/full_3612712PALFrontccc.jpg,2019-06-27,7.1,"PS4, XOne, PC"
7467,The Sly Collection,Sony Computer Entertainment,/games/boxart/full_the-sly-collection_465AmericaFront.jpg,2010-11-09,8.7,PS3
7468,The Smurfs 2,Ubisoft,/games/boxart/full_9526834AmericaFrontccc.jpg,2013-07-23,7.2,"X360, PS3"
7470,The Sojourn,Iceberg Interactive,/games/boxart/full_5729947AmericaFrontccc.jpg,2019-09-20,7.1,"XOne, PS4, PC"
7471,The Solus Project,Teotl Studios,/games/boxart/full_9072047AmericaFrontccc.jpg,2016-06-07,6.8,PC
7473,The Spiderwick Chronicles,Sierra Entertainment,/games/boxart/1971486ccc.jpg,2008-02-05,6.2,"PC, X360"
7474,The Stanley Parable,Galactic Cafe,/games/boxart/full_5440716AmericaFrontccc.jpg,2013-10-17,9.0,PC
7475,The Stillness of the Wind,Fellow Traveller,/games/boxart/full_5471215AmericaFrontccc.png,2019-02-07,6.6,NS
7477,The Stretchers,Nintendo,/games/boxart/full_2426380AmericaFrontccc.jpg,2019-11-08,7.5,NS
7479,The Suicide of Rachel Foster,Daedalic Entertainment,/games/boxart/full_9482720AmericaFrontccc.jpg,2021-10-31,6.3,NS
7480,The Sun at Night,Minicore Studios,/games/boxart/full_4170405AmericaFrontccc.jpeg,2014-08-01,5.9,PC
7481,The Surge,Focus Home Interactive,/games/boxart/full_5237486AmericaFrontccc.jpg,2017-05-16,7.3,"PS4, PC, XOne"
7482,The Surge 2,Focus Home Interactive,/games/boxart/full_151091PALFrontccc.jpg,2019-09-24,7.5,"PC, XOne, PS4"
7483,The Survivalists,Team17,/games/boxart/full_8256462AmericaFrontccc.jpg,2020-12-01,7.6,"PS4, PC, XOne, NS"
7484,The Swapper,Facepalm Games,/games/boxart/full_2110067AmericaFrontccc.jpg,2013-05-30,8.7,"PC, PS3, PS4"
7485,The Swindle,Curve Digital,/games/boxart/full_1421981AmericaFrontccc.png,2018-10-11,7.0,NS
7486,The Swords of Ditto: Mormo's Curse,Devolver Digital,/games/boxart/full_5723255AmericaFrontccc.jpg,2018-04-24,7.6,"PC, NS"
7487,The Tale of Despereaux,Brash Entertainment,/games/boxart/full_3892814AmericaFrontccc.jpg,2008-12-16,7.5,PC
7488,The Talos Principle,Devolver Digital,/games/boxart/full_760012AmericaFrontccc.jpg,2014-12-11,8.5,"PC, PS4, XOne"
7489,The Talos Principle VR,Devolver Digital,/games/boxart/full_4498552AmericaFrontccc.jpg,2017-10-17,8.5,PC
7490,The Technomancer,Focus Home Interactive,/games/boxart/full_521792AmericaFrontccc.jpg,2016-06-28,6.0,"XOne, PS4, PC"
7491,The Testament of Sherlock Holmes,Focus Home Interactive,/games/boxart/full_the-testament-of-sherlock-holmes_171PALFront.jpg,2012-09-30,6.4,"PS3, PC, X360"
7495,The Tiny Bang Story,Unknown,/games/boxart/full_the-tiny-bang-story_151PALFront.jpg,2011-04-22,6.3,PC
7496,The Tomb Raider Trilogy,Square Enix,/games/boxart/full_the-tomb-raider-trilogy_733AmericaFront.jpg,2011-03-22,8.5,PS3
7497,The Tomorrow Children,Sony Interactive Entertainment,/games/boxart/full_975318AmericaFrontccc.jpg,2016-09-06,6.2,PS4
7498,The Touryst,Shin'en Multimedia,/games/boxart/full_6701372AmericaFrontccc.png,2019-11-21,7.9,NS
7500,The Town of Light,Wired Productions,/games/boxart/full_4756994AmericaFrontccc.jpg,2017-03-24,6.7,"PS4, PC, XOne, NS"
7505,The Turing Test,Square Enix,/games/boxart/full_7584581AmericaFrontccc.jpg,2016-08-30,7.4,"XOne, PC, PS4, NS"
7506,The Typing of the Dead 2,Sega,/games/boxart/full_9816841JapanFrontccc.jpg,2008-03-06,8.3,PC
7509,The UnderGarden,Atari,/games/boxart/full_the-undergarden_98AmericaFront.jpg,2010-11-10,6.4,PC
7510,The Unfinished Swan,Sony Computer Entertainment,/games/boxart/full_6328430AmericaFrontccc.jpg,2012-10-16,7.9,"PS3, PS4"
7512,The Unspoken,Oculus,/games/boxart/full_7216877AmericaFrontccc.jpg,2016-12-05,2.8,PC
7513,The Vanishing of Ethan Carter,The Astronauts,/games/boxart/full_7735089PALFrontccc.jpg,2014-09-26,8.7,"PC, PS4, XOne, NS"
7515,The Voice,Activision,/games/boxart/full_6426189AmericaFrontccc.jpg,2014-10-21,6.1,"X360, PS3"
7516,The Void,Mamba Games,/games/boxart/full_7857979AmericaFrontccc.jpg,2009-09-25,6.2,"PC, PC"
7519,The Walking Dead: A Telltale Games Series,Telltale Games,/games/boxart/full_1879358AmericaFrontccc.jpg,2012-11-20,9.7,"PS3, X360, PC, PS4"
7521,The Walking Dead: Michonne,Telltale Games,/games/boxart/full_1829590AmericaFrontccc.jpeg,2016-02-28,6.9,"PC, PS3, PS4, XOne"
7522,The Walking Dead: Saints and Sinners,Skydance Interactive,/games/boxart/full_2833210AmericaFrontccc.jpg,2020-01-23,8.5,PC
7525,The Walking Dead: Season Two,Telltale Games,/games/boxart/full_3478023AmericaFrontccc.jpg,2014-10-14,7.8,"PC, X360, PS3, XOne, PS4"
7526,The Walking Dead: Survival Instinct,Activision,/games/boxart/full_2060495AmericaFrontccc.jpg,2013-03-19,3.2,"PC, PS3, X360"
7527,The Warriors,Rockstar Games,/games/boxart/default.jpg,2013-05-28,8.5,PS3
7529,The Way,PlayWay,/games/boxart/full_9612001AmericaFrontccc.jpg,2016-05-20,6.7,"PC, XOne"
7530,The Way Remastered,SONKA,/games/boxart/full_4292881AmericaFrontccc.png,2018-04-20,6.3,NS
7531,The Weaponographist,Mastertronic,/games/boxart/default.jpg,2015-04-29,5.8,"PC, PC"
7532,The Whispered World,Viva Media,/games/boxart/full_the-whispered-world_770AmericaFront.jpg,2010-04-26,7.5,PC
7533,The Witch and the Hundred Knight,NIS America,/games/boxart/full_9257272AmericaFrontccc.jpg,2014-03-25,5.3,"PS3, PS4"
7534,The Witch and the Hundred Knight 2,NIS America,/games/boxart/full_8781604AmericaFrontccc.jpg,2018-03-27,5.3,PS4
7536,The Witcher 2: Assassins of Kings,Atari,/games/boxart/full_the-witcher-2-assassins-of-kings_634AmericaFront.jpg,2011-05-17,8.8,"PC, X360"
7538,The Witcher 3: Wild Hunt,Warner Bros. Interactive Entertainment,/games/boxart/full_7461389AmericaFrontccc.jpg,2015-05-19,9.2,"PS4, PC, XOne"
7539,The Witcher Adventure Game,CD Projekt Red Studio,/games/boxart/full_4183245AmericaFrontccc.jpg,2014-11-27,6.8,PC
7540,The Witcher: Enhanced Edition,Atari,/games/boxart/full_4284929AmericaFrontccc.jpg,2008-09-16,8.3,PC
7541,The Witness,"Thekla, Inc.",/games/boxart/full_9622696AmericaFrontccc.jpeg,2016-01-26,8.7,"PS4, PC, XOne"
7544,The Wolf Among Us,Telltale Games,/games/boxart/full_4441286PALFrontccc.jpg,2014-11-04,8.4,"XOne, X360, PS3, PS4"
7545,The Wonderful 101: Remastered,PlatinumGames,/games/boxart/full_7854418AmericaFrontccc.jpg,2020-05-19,7.2,"PS4, NS, PC"
7546,The Wonderful End of the World,Dejobaan Games,/games/boxart/full_the-wonderful-end-of-the-world_848AmericaFront.jpg,2008-01-25,6.9,PC
7547,The World Ends with You: Final Remix,Nintendo,/games/boxart/full_3944418AmericaFrontccc.jpg,2018-10-12,7.4,NS
7548,The World Next Door,VIZ Media,/games/boxart/full_7172618AmericaFrontccc.png,2019-03-28,6.3,NS
7551,The friends of Ringo Ishikawa,yeo,/games/boxart/full_1750889AmericaFrontccc.jpg,2018-05-17,6.4,"PC, NS"
7553,Theatre Of War,CDV Software Entertainment,/games/boxart/full_2707938AmericaFrontccc.jpg,2008-05-19,6.6,PC
7554,There Came an Echo,Iridium,/games/boxart/default.jpg,2015-02-24,5.8,"XOne, PC, PS4"
7555,They,Unknown,/games/boxart/default.jpg,2020-12-31,3.1,"X360, PS3, PC"
7557,They Need To Be Fed,Direct Solutions,/games/boxart/default.jpg,2014-03-25,8.3,PC
7558,Thief,Square Enix,/games/boxart/full_3631996AmericaFrontccc.jpg,2014-02-25,6.7,"XOne, X360, PS3, PC, PS4"
7560,Thimbleweed Park,Unknown,/games/boxart/full_5600703AmericaFrontccc.jpeg,2017-01-01,8.4,"PC, NS"
7562,This Is The Police,THQ Nordic,/games/boxart/full_13518AmericaFrontccc.jpg,2017-03-22,6.6,"XOne, PS4"
7563,This Is the Police 2,THQ Nordic,/games/boxart/default.jpg,2018-07-31,6.6,"PC, XOne, PS4, NS"
7564,This War of Mine,11 bit studios,/games/boxart/full_8021332PALFrontccc.jpg,2014-11-14,8.3,"PC, XOne, PS4"
7565,This is the Police,EuroVideo Medien,/games/boxart/full_7290787AmericaFrontccc.jpg,2016-08-02,6.6,"PC, NS"
7566,Thomas Was Alone,DECK13 Interactive GmbH,/games/boxart/full_7837528AmericaFrontccc.jpg,2012-07-24,8.0,"PC, PS3"
7567,Thor: God of Thunder,Sega,/games/boxart/full_thor-god-of-thunder_678AmericaFront.jpg,2011-05-03,3.8,"X360, PS3"
7568,Those Who Remain,Wired Productions,/games/boxart/full_9685040AmericaFrontccc.jpg,2019-12-01,7.8,"XOne, PC, PS4, NS"
7571,Threes!,Sirvo LLC,/games/boxart/default.jpg,2014-12-05,9.2,XOne
7572,Thronebreaker: The Witcher Tales,CD Projekt Red Studio,/games/boxart/full_3349715AmericaFrontccc.png,2020-01-28,8.5,NS
7574,Thumper,Drool,/games/boxart/full_4349865AmericaFrontccc.png,2017-05-18,9.0,NS
7575,Thunder Wolves,bitComposer Games,/games/boxart/default.jpg,2013-05-15,6.9,"PC, X360, PS3"
7576,Thymesia,Team17,/games/boxart/full_6257816AmericaFrontccc.jpg,2022-08-18,6.9,"PC, PS5, XS"
7578,Tidalis,"Arcen Games, LLC",/games/boxart/full_tidalis_9AmericaFront.jpg,2010-07-16,7.0,PC
7580,Tiger Woods PGA Tour 09,EA Sports,/games/boxart/3937031ccc.jpg,2008-08-26,8.5,"X360, PS3"
7581,Tiger Woods PGA Tour 10,EA Sports,/games/boxart/full_8142512AmericaFrontccc.jpg,2009-06-08,8.4,"PS3, X360"
7582,Tiger Woods PGA Tour 11,EA Sports,/games/boxart/full_tiger-woods-pga-tour-11_9AmericaFront.jpg,2010-06-08,8.0,"X360, PS3"
7583,Tiger Woods PGA Tour 12: The Masters,EA Sports,/games/boxart/full_tiger-woods-pga-tour-12-the-masters_343AmericaFront.jpg,2011-03-29,8.0,"X360, PS3, PC"
7584,Tiger Woods PGA Tour 13,Electronic Arts,/games/boxart/full_8619482AmericaFrontccc.jpg,2012-03-27,7.7,"PS3, X360"
7585,Tiger Woods PGA Tour 14,EA Sports,/games/boxart/full_6690639AmericaFrontccc.jpg,2013-03-26,7.7,"X360, PS3"
7587,Time Crisis: Razing Storm,Namco Bandai,/games/boxart/full_time-crisis-razing-storm_5AmericaFront.jpg,2010-10-19,5.8,PS3
7588,"Time Gentlemen, Please!",Zombie Cow Studios,/games/boxart/full_6534726AmericaFrontccc.jpg,2009-06-22,8.8,PC
7591,Time Recoil,10tons,/games/boxart/full_9305477AmericaFrontccc.png,2017-10-26,7.0,NS
7592,Time and Eternity,NIS America,/games/boxart/full_6117252AmericaFrontccc.jpg,2013-07-16,4.2,PS3
7596,Tiny Barbarian DX,Unknown,/games/boxart/default.jpg,2013-12-03,7.7,"PC, NS"
7597,Tiny Brains,505 Games,/games/boxart/full_1516551AmericaFrontccc.jpg,2013-12-03,6.4,"PS4, PC, PS3"
7599,Tiny Metal: Full Metal Rumble,"AREA 34, Inc.",/games/boxart/full_7964302AmericaFrontccc.jpg,2019-07-11,7.7,"NS, PC"
7600,Tiny Token Empires,THQ,/games/boxart/full_4233791AmericaFrontccc.jpg,2011-10-18,6.4,PC
7601,Tiny Troopers Joint Ops,Unknown,/games/boxart/default.jpg,2014-11-18,6.2,"PS4, PS3"
7602,Tiny Troopers Joint Ops XL,Wired Productions,/games/boxart/full_2073121AmericaFrontccc.png,2017-12-21,5.0,NS
7603,Titan Quest,THQ Nordic,/games/boxart/full_4525215AmericaFrontccc.jpg,2018-03-20,7.7,"PS4, XOne, NS"
7604,Titan Souls,Devolver Digital,/games/boxart/full_5197945AmericaFrontccc.jpg,2015-04-14,7.4,"PC, PS4"
7605,Titanfall,Electronic Arts,/games/boxart/full_8915130AmericaFrontccc.jpg,2014-03-11,8.6,"XOne, PC, X360"
7606,Titanfall 2,Electronic Arts,/games/boxart/full_4132820AmericaFrontccc.jpg,2016-10-28,8.9,"XOne, PC, PS4"
7610,To End All Wars,Slitherine,/games/boxart/full_1810479AmericaFrontccc.jpeg,2014-08-29,7.1,PC
7615,To the Moon,Unknown,/games/boxart/full_to-the-moon_453AmericaFront.png,2011-11-01,8.5,PC
7617,Toast Time,Force Of Habit,/games/boxart/full_2142655AmericaFrontccc.jpeg,2014-08-27,8.1,PC
7618,Tobe's Vertical Adventure,Unknown,/games/boxart/full_tobes-vertical-adventure_217AmericaFront.jpg,2011-07-18,8.0,PC
7622,ToeJam & Earl: Back in the Groove,HumaNature Studios,/games/boxart/full_9840890AmericaFrontccc.jpg,2019-03-01,7.5,"PC, XOne, PS4, NS"
7624,Toki Tori,Two Tribes,/games/boxart/full_6031640AmericaFrontccc.jpg,2010-01-29,7.9,"PC, NS"
7625,Toki Tori 2,Two Tribes,/games/boxart/default.jpg,2014-01-01,7.6,PC
7626,Toki Tori 2+,Two Tribes,/games/boxart/full_6872415PALFrontccc.jpg,2016-02-26,7.6,"PC, PS4, NS"
7629,Tokyo Dark: Remembrance,Unties,/games/boxart/full_1298482AmericaFrontccc.png,2019-11-07,7.4,"NS, PS4"
7630,Tokyo Ghoul: re Call to Exist,Bandai Namco Entertainment,/games/boxart/full_7374845AmericaFrontccc.jpg,2019-11-14,5.8,"PS4, PC"
7631,Tokyo Jungle,Sony Computer Entertainment,/games/boxart/full_8709652JapanFrontccc.jpg,2020-12-31,7.4,PS3
7632,Tokyo Mirage Sessions #FE Encore,Nintendo,/games/boxart/full_3402904AmericaFrontccc.jpg,2020-01-17,8.1,NS
7633,Tokyo Twilight Ghost Hunters,Aksys Games,/games/boxart/full_5577289AmericaFrontccc.jpg,2015-03-10,6.4,PS3
7634,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,NIS America,/games/boxart/full_3046214AmericaFrontccc.jpg,2016-09-20,6.4,PS4
7635,Tokyo Xanadu eX+,Aksys Games,/games/boxart/full_1178061AmericaFrontccc.jpg,2017-12-08,7.5,PS4
7636,Tom Clancy's EndWar,Ubisoft,/games/boxart/full_1564115AmericaFrontccc.jpg,2008-11-04,8.0,"X360, PS3, PC"
7637,Tom Clancy's Ghost Recon Breakpoint,Ubisoft,/games/boxart/full_2109621AmericaFrontccc.png,2019-10-04,5.6,"PS4, PC, XOne"
7638,Tom Clancy's Ghost Recon Wildlands,Ubisoft,/games/boxart/full_8562505AmericaFrontccc.jpg,2017-03-07,7.4,"XOne, PS4, PC"
7639,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft,/games/boxart/full_1257744AmericaFrontccc.jpg,2012-05-22,7.9,"PC, PS3, X360"
7640,Tom Clancy's HAWX,Ubisoft,/games/boxart/full_8511610AmericaFrontccc.jpg,2009-03-03,7.2,"X360, PS3, PC"
7641,Tom Clancy's HAWX 2,Ubisoft,/games/boxart/full_tom-clancys-hawx-2_4AmericaFront.jpg,2010-09-07,6.8,"X360, PS3, PC"
7643,Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon AW,Ubisoft,/games/boxart/default.jpg,2012-08-15,8.2,PC
7645,Tom Clancy's Rainbow Six: Extraction,Ubisoft,/games/boxart/full_2359630AmericaFrontccc.jpg,2020-12-01,7.3,"PS4, PC, PS5, XS, XOne"
7647,Tom Clancy's Rainbow Six: Siege,Ubisoft,/games/boxart/full_8549576AmericaFrontccc.jpg,2015-12-01,7.3,"PC, PS4, XOne, PS5, XS"
7648,Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,/games/boxart/full_8847992AmericaFrontccc.jpg,2008-03-18,8.2,"X360, PS3, PC"
7650,Tom Clancy's Splinter Cell Trilogy,Ubisoft,/games/boxart/full_tom-clancys-splinter-cell-classic-trilogy-hd_0AmericaFront.jpg,2011-09-27,6.5,PS3
7651,Tom Clancy's Splinter Cell: Blacklist,Ubisoft,/games/boxart/full_6902662AmericaFrontccc.jpg,2013-08-20,8.5,"X360, PC, PS3"
7652,Tom Clancy's Splinter Cell: Conviction,Ubisoft,/games/boxart/full_7305262AmericaFrontccc.jpg,2010-04-13,8.3,"X360, PC"
7654,Tom Clancy's The Division,Ubisoft,/games/boxart/full_7275072AmericaFrontccc.jpg,2016-03-08,8.2,"XOne, PC, PS4"
7655,Tom Clancy's The Division 2,Ubisoft,/games/boxart/full_4950741AmericaFrontccc.jpg,2019-03-15,8.2,PC
7656,Tom Clancy?s The Division 2,Ubisoft,/games/boxart/full_2268088AmericaFrontccc.jpg,2019-03-15,8.2,"PS4, XOne"
7657,Tomb Raider (2013),Square Enix,/games/boxart/full_6890376AmericaFrontccc.jpg,2013-03-05,8.7,"X360, PS3, PC"
7658,Tomb Raider I-III Remastered,Aspyr,/games/boxart/full_4742859AmericaFrontccc.jpg,2024-02-14,7.5,"NS, PS5, XOne, XS, PS4, PC"
7659,Tomb Raider: Definitive Edition,Square Enix,/games/boxart/full_869186AmericaFrontccc.jpg,2014-01-28,8.5,"PS4, XOne, XOne"
7660,Tomb Raider: Underworld,Eidos Interactive,/games/boxart/full_2834081AmericaFrontccc.jpg,2008-11-18,7.8,"PC, PS3, X360"
7663,Tony Hawk's Pro Skater 1 + 2,Activision,/games/boxart/full_150275AmericaFrontccc.jpg,2020-09-04,8.9,"PS4, XOne, PC"
7664,Tony Hawk's Pro Skater 5,Activision,/games/boxart/full_2931969AmericaFrontccc.jpeg,2015-09-29,3.2,"PS4, XOne, X360, PS3"
7665,Tony Hawk: RIDE,Activision,/games/boxart/full_8721390AmericaFrontccc.jpg,2009-11-17,4.4,"X360, PS3"
7666,Tony Hawk: Shred,Activision,/games/boxart/full_tony-hawk-shred_7AmericaFront.jpg,2010-10-26,5.3,"PS3, X360"
7667,Too Human,Microsoft Game Studios,/games/boxart/9145275ccc.jpg,2008-08-19,6.5,X360
7668,Tools Up!,All in! Games,/games/boxart/full_3975811PALFrontccc.jpg,2019-12-03,6.2,NS
7669,Tooth and Tail,Pocketwatch Games,/games/boxart/full_9494509AmericaFrontccc.jpg,2017-09-12,8.0,"PC, PS4"
7670,Top Gun,505 Games,/games/boxart/full_top-gun_876AmericaFront.jpg,2011-06-14,7.8,PS3
7671,Top Gun: Hard Lock,505 Games,/games/boxart/full_485257AmericaFrontccc.jpg,2012-03-06,5.4,"X360, PS3, PC"
7672,Top Hat,Unknown,/games/boxart/full_8643239AmericaFrontccc.png,2014-07-31,9.3,PC
7673,Top Spin 3,2K Sports,/games/boxart/full_7326764AmericaFrontccc.jpg,2008-06-23,8.0,"X360, PS3"
7674,Top Spin 4,2K Sports,/games/boxart/full_top-spin-4_189AmericaFront.jpg,2011-03-15,8.2,"PS3, X360"
7675,Top Trumps: Doctor Who,Eidos Interactive,/games/boxart/full_7566954PALFrontccc.jpg,2008-05-16,5.3,PC
7676,Torchlight,Perfect World Entertainment,/games/boxart/full_torchlight_4AmericaFront.jpg,2009-10-27,8.4,PC
7677,Torchlight II,Runic Games,/games/boxart/full_1641696AmericaFrontccc.jpg,2012-09-20,8.8,"PC, NS, XOne, PS4"
7678,Torchlight III,Perfect World Entertainment,/games/boxart/full_4751526AmericaFrontccc.jpg,2020-10-13,6.5,"PC, XOne"
7679,Toren,Versus Evil,/games/boxart/full_301628AmericaFrontccc.jpg,2015-05-12,5.6,"PC, PS4"
7680,Torment: Tides of Numenera,Techland,/games/boxart/full_7386454AmericaFrontccc.jpg,2017-02-28,8.1,"XOne, PS4"
7682,Tornado Outbreak,Konami,/games/boxart/full_3829169AmericaFrontccc.jpg,2009-09-29,6.9,"X360, PS3"
7687,Total War Battles: Kingdom,Sega,/games/boxart/full_9603033AmericaFrontccc.jpg,2016-03-24,6.7,PC
7689,Total War Saga: Thrones of Britannia,Sega,/games/boxart/full_873333PALFrontccc.jpg,2018-05-03,7.5,PC
7691,Total War: Attila,Sega,/games/boxart/full_3392048PALFrontccc.jpg,2015-02-17,8.0,PC
7693,Total War: Pharaoh,Sega,/games/boxart/full_1861637AmericaFrontccc.jpg,2023-10-11,6.5,PC
7694,Total War: Rome II,Sega,/games/boxart/full_3404293PALFrontccc.jpg,2013-09-03,8.0,PC
7695,Total War: Shogun 2 - Fall of the Samurai,Sega,/games/boxart/full_6773773AmericaFrontccc.jpg,2012-03-23,8.6,PC
7696,Total War: Three Kingdoms,Sega,/games/boxart/full_6785425PALFrontccc.jpg,2019-05-23,8.6,PC
7697,Total War: WARHAMMER,Sega,/games/boxart/full_6185222PALFrontccc.jpg,2016-05-24,8.6,PC
7698,Total War: Warhammer II,Sega,/games/boxart/full_632560PALFrontccc.jpg,2017-09-28,8.6,PC
7704,Touhou Genso Rondo: Bullet Ballet,NIS America,/games/boxart/full_7155617AmericaFrontccc.jpg,2016-09-06,5.5,PS4
7705,Touhou Genso Wanderer,NIS America,/games/boxart/full_5016871AmericaFrontccc.jpg,2017-03-21,7.0,PS4
7706,Touhou Genso Wanderer Reloaded,NIS America,/games/boxart/full_8135866AmericaFrontccc.png,2018-07-17,6.4,"PS4, NS"
7708,Touhou Kobuto V: Burst Battle,NIS America,/games/boxart/full_4842375AmericaFrontccc.jpg,2017-10-10,4.2,"NS, PS4"
7712,Toukiden 2,Tecmo Koei,/games/boxart/full_1915652JapanFrontccc.jpg,2016-07-28,7.7,"PS3, PC, PS4"
7713,Toukiden Kiwami,Tecmo Koei,/games/boxart/full_379944PALFrontccc.jpg,2015-04-28,7.4,"PS4, PC"
7716,Tour de France 2018,Focus Home Interactive,/games/boxart/full_1364740PALFrontccc.jpg,2018-06-28,5.7,"PS4, XOne"
7717,Tower Bloxx Deluxe,Digital Chocolate,/games/boxart/default.jpg,2008-06-05,6.2,PC
7718,Tower Of Babel,EnjoyUp Games,/games/boxart/full_6808944AmericaFrontccc.png,2017-09-28,7.0,NS
7720,Tower of Guns,Terrible Posture Games LLC,/games/boxart/full_9894714AmericaFrontccc.jpg,2014-03-04,7.6,PC
7722,TowerFall Ascension,Matt Makes Games Inc.,/games/boxart/full_6924244AmericaFrontccc.jpg,2014-03-11,9.0,PC
